99;Centro de Salud Familiar Cirujano Aguirre;NULL;800500105;1101
100;Centro de Salud Familiar Cirujano Videla;NULL;800500107;1101
101;Centro de Salud Familiar Cirujano Guzmán;Avenida Pedro Prado 2763;800500106;1101
102;Centro de Salud Familiar Pozo Almonte;Calle Balmaceda 276;572761214;1401
103;Centro de Salud Familiar Dr. Juan Márquez Vismarra;NULL;572741306;1405
104;Centro de Salud Familiar Pedro Pulgar Melgarejo;NULL;800500108;1107
105;Centro de Salud Familiar Sur de Iquique;NULL;800500109;1101
106;Centro de Salud Familiar Dr. Héctor Reyno Gutiérrez;Calle Naciones Unidas 3080;-1;1107
107;Centro de Salud Familiar Dr. Amador Neghme Rodríguez;NULL;-1;1404
108;Centro de Salud Familiar Camiña;NULL;-1;1402
109;Centro de Salud Familiar Colchane;NULL;-1;1403
110;Posta de Salud Rural Pisagua;NULL;-1;1404
111;Posta de Salud Rural Huara;NULL;-1;1404
112;Posta de Salud Rural Tarapacá;NULL;-1;1404
113;Posta de Salud Rural Mamiña;NULL;-1;1401
114;Posta de Salud Rural Camiña;NULL;-1;1402
115;Posta de Salud Rural Colchane;NULL;-1;1403
116;Posta de Salud Rural La Tirana;NULL;-1;1401
117;Posta de Salud Rural Chiapa;NULL;-1;1404
118;Posta de Salud Rural Moquella;NULL;-1;1402
119;Posta de Salud Rural Enquelga;NULL;-1;1403
120;Posta de Salud Rural Sibaya;NULL;-1;1404
121;Posta de Salud Rural Cancosa;NULL;-1;1405
122;Posta de Salud Rural Chanavayita;NULL;-1;1101
123;Posta de Salud Rural San Marcos;NULL;-1;1101
124;Posta de Salud Rural La Huayca;NULL;-1;1401
125;Posta de Salud Rural Cariquima;NULL;-1;1403
126;Posta de Salud Rural Matilla;NULL;-1;1405
127;COSAM Dr. Jorge Seguel Cáceres;Calle Serrano 493;572613668;1101
128;COSAM Salvador Allende;NULL;-1;1101
129;COSAM Enrique París;NULL;573079321;1107
130;Centro Comunitario de Salud Familiar Cerro Esmeralda;NULL;-1;1101
131;Centro Comunitario de Salud Familiar El Boro;NULL;572406750;1107
132;SAPU Cirujano Aguirre;NULL;572573568;1101
133;SAPU Cirujano Videla;NULL;572329704;1101
134;SAPU Cirujano Guzmán;Avenida Pedro Prado 2736;572573574;1101
135;SAPU Pozo Almonte;NULL;572406767;1401
136;SAPU Pedro Pulgar Melgarejo;Calle Teniente Merino 3101;562581636;1107
137;SAR Sur de Iquique;NULL;572536836;1101
138;SAPU El Boro;Calle Salitrera Domeyko 2765;562581636;1107
139;Laboratorio Clínico Wallace SpA.;Avenida Ramón Pérez Opazo 3168;-1;1107
140;Posta de Salud Rural Pachica;NULL;-1;1404
141;Laboratorio Clínico TREZ-000;Calle Chaca Local 1, Piso 2 3058;-1;1107
142;Laboratorio Clínico de Nueva Clínica Tarapacá;Calle Barros Arana 1550;572421566;1101
143;Instituto de Rehabilitación Infantil TELETÓN (Iquique);Calle José Joaquín Pérez 999;572588888;1101
144;Centro Comunitario de Salud Familiar La Tortuga;Calle Santa Rosa 3355;-1;1107
145;Vacunatorio y Sala de Procedimientos Daniela Alvarez;Calle Cobija, Oficina 302 2191;87611957;2201
146;SAR Alemania;Calle Frei Bonn 2624;556100;2201
147;Laboratorio Clínico Atenea;Calle Orella, Oficinas 401 y 402 610;-1;2101
148;Centro Comunitario de Salud Familiar Oasis;Avenida Vasco de Gama, Población Nueva Alemania 3780;552557310;2201
149;Instituto de Rehabilitación Infantil TELETÓN (Antofagasta);NULL;552683100;2101
150;Laboratorio Clínico Kausay;Avenida Bernardo O'Higgins, Oficina 1202 1338;552241028;2101
151;Policlínico Gendarmería Regional de Antofagasta;Calle Barón de la Riviere 1030;552897184;2101
152;COSAM Norte;Calle Benito Ocampo, Jardines del Norte 10506;657330;2101
153;Vacunatorio Minimed;Calle Galleguillos Lorca, sala 2 1350;988646617;2101
154;Laboratorio Clínico Austral;Calle Eduardo Orchard, interior centro Médico SASEVI 1351;982591593;2101
155;Centro Oncológico del Norte (CON);Calle Los Pumas, sector Chimba Alto 10255;-1;2101
156;Instituto de Rehabilitación Infantil TELETÓN (Calama);Calle Teniente Merino 3551;552695400;2201
157;Centro de Salud Familiar Valdivieso;Calle Cerro Pedregal 8755;-1;2101
158;Laboratorio Clínico Lavoisier;Calle Maipú 889;552893523;2101
159;Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Antofagasta);Calle Bolívar 523;-1;2101
160;PRAIS (S.S Antofagasta);Calle Bolívar 523;-1;2101
161;Clínica Dental Móvil Simple. Pat. PW4072 (Antofagasta);Calle Bolívar 523;-1;2101
162;Clínica Dental Móvil Triple. Pat. BBZV82 (Antofagasta);Calle Bolívar 523;552655434;2101
163;Hospital Dr. Leonardo Guzmán (Antofagasta);Avenida Argentina 1964;552204648;2101
164;Hospital Dr. Carlos Cisternas (Calama);Avenida Grau 1490;552655700;2201
165;Hospital Dr. Marcos Macuada (Tocopilla);NULL;552654560;2301
166;Hospital 21 de Mayo (Taltal);Calle O'Higgins 450;552656300;2104
167;Hospital de Mejillones;Avenida Bernardo O'Higgins 451;552655250;2102
168;Centro Oncológico Ambulatorio;Calle Los Pumas 10255;552655909;2101
169;Hospital Cruz del Norte;NULL;552413700;2302
170;Clínica Antofagasta;Calle Matta 1945;552208201;2101
171;Hospital Militar del Norte;Avenida Borgoño 957;552353000;2101
172;Clínica Mutual de Seguridad CChC de Calama;Avenida Central Sur 1813;552332309;2201
173;Clínica Baquedano;Calle Baquedano 298;552208210;2101
174;Clínica Urológica;Calle Sucre 453;552263540;2101
175;Clínica Oriente;Calle Talca 861;552247799;2101
176;Clínica Mutual de Seguridad CChC Tocopilla;Calle 21 de Mayo 1201;552811140;2301
177;Clínica El Loa;Calle Granaderos 2924;552363737;2201
178;Hospital del Cobre Salvador Allende;Avenida Chorrillos 689;552320112;2201
179;Clínica La Portada;Calle Balmaceda 2648;552694277;2101
180;Laboratorio Clínico Calama;Calle Madame Curie 2312;552344799;2201
181;Clínica Oftalmológica (Mas Visión);Calle Condell 1973;552264006;2101
182;Clínica Cumbres del Norte S.A.;Calle San Martín 2447;552450600;2101
183;Centro Médico y Dental Megasalud Calama;Avenida Granaderos 1474;552312103;2201
184;Centro Médico y Dental Megasalud Antofagasta;Calle Suecia 251;552410590;2101
185;Centro de Salud Mutual CChC Antofagasta;Calle Balmaceda 2634;552251802;2101
186;Policlínico del Trabajador AChS Antofagasta;Avenida Grecia 840;552355200;2101
187;Centro Médico Norte;Avenida Pedro Aguirre Cerda 8367;552292134;2101
188;Consultorio Bautista;Calle Paihuano 1119;552232041;2101
189;Laboratorio Clínico Ehrlich;Calle San Martín 2390;552382540;2101
190;Policlínico Mantos Blancos;Avenida O'Higgins 1964;552259852;2101
191;Centro de Salud Victoria Saravia Crespo;Calle Cobija 2141;552311388;2201
192;Centro de Salud Aidoret Caro;Calle Cobija 2188;552346945;2201
193;Centro de Salud Clinisan;Calle Maipú 898;552260810;2101
194;Centro de Salud Sanymed;Calle Coquimbo 712;552494193;2101
195;Clínica de la Familia El Loa;Calle Juan Bautista Herrada 1631;552424803;2201
196;Sociedad Diálisis Nordial Ltda.;Calle Matías Rojas 1376;552268824;2101
197;Centro Médico y Dental Zona Antofagasta;Calle Aníbal Pinto 3471;552755303;2101
198;Consultorio Prefectura de El Loa;Calle Chorrillos 922;552755125;2201
199;Policlínico Instituto de Seguridad del Trabajo;Calle Orella 679;552254812;2101
200;Laboratorio Diagnos;Calle Vicuña Mackenna 1974;552531452;2201
201;Laboratorio High Clinic;Calle Granaderos 2683;552941647;2201
202;Laboratorio Tecmed Ltda.;Calle Cobija 2191;552345680;2201
203;Laboratorio Histonor;Avenida Argentina 1609;552556511;2101
204;Laboratorio Diagnolab (Antofagasta);Calle Sucre 251;552564024;2101
205;Laboratorio Luis Pasteur;Calle 14 de Febrero 2556;552263604;2101
206;Laboratorio Bionet;Calle Prat 1168;552626281;2101
207;Laboratorio Clinilab (Antofagasta);Calle General Velásquez 1285;552383063;2101
208;Laboratorio Clínico Blanco;Calle Matta 1839;552458605;2101
209;Laboratorio Radiolab;Avenida Bernardo O'Higgins 1974;552226384;2101
210;Doctor'Lab. Ltda.;Calle Condell 2782;552557681;2101
211;Centro de Diálisis Calama;Calle Carcote 1825;552833148;2201
212;Clínica de Diálisis TECDIAL Ltda.;Calle Los Limoneros 223;552555211;2101
213;Laboratorio Clínico Labclin;Calle San Martín 2477;552449426;2101
214;Laboratorio Dipreca;Calle Latorre 2356;552260552;2101
215;Laboratorio Clínico Galeno;Calle Coquimbo 712;552288915;2101
216;Laboratorio Clínico Madison EIRL;Avenida Grecia 1849;552258838;2101
217;Laboratorio Clínico Salumed;Calle Cobija 2188;552833235;2201
218;Laboratorio Clínico Diagnolab;Calle Granaderos 1474;552455600;2201
219;Laboratorio Clínico Blanco;Avenida Granaderos 3251;552344584;2201
220;Laboratorio Clínico COMDES;Calle Bañados Espinoza 1850;552654420;2201
221;Laboratorio Sarita Núñez;Calle Cristóbal Colón 5262;552279731;2101
222;Centro de Salud Familiar Norte de Antofagasta;NULL;-1;2101
223;Centro de Salud Familiar Antonio Rendic (Ex Cautín);Avenida Rendic 6071;552656038;2101
224;Centro de Salud Familiar Corvallis;Avenida Salvado Allende 1370;552656910;2101
225;Centro de Salud Familiar Centro Sur de Antofagasta;Pasaje Niebla 850;552331110;2101
226;Centro de Salud Familiar Juan Pablo II de Antofagasta;NULL;552656800;2101
227;Centro de Salud Familiar Central de Calama;NULL;552656050;2201
228;Centro de Salud Familiar Montt;Avenida Granaderos 3968;552656650;2201
229;Centro de Salud Familiar Alemania de Calama;Calle Colonia 2611;552656891;2201
230;Centro de Salud Familiar Central Oriente de Antofagasta;NULL;552655100;2101
231;Centro de Salud Familiar María Elena;NULL;552265332;2302
232;Centro de Salud Familiar San Pedro Atacama;NULL;-1;2203
233;Centro de Salud Familiar Norponiente;Calle Luis Emilio Recabarren 3825;552654441;2201
234;Centro Asistencial Norte (CAN);Calle Los Pumas 10255;552554000;2101
235;Posta de Salud Rural Baquedano;Calle Salvador Allende 112;-1;2103
236;Posta de Salud Rural Sierra Gorda;Calle Salvador Allende 211;-1;2103
237;Posta de Salud Rural Toconao;NULL;-1;2203
238;Posta de Salud Rural Peine;NULL;-1;2203
239;Posta de Salud Rural Socaire;NULL;-1;2203
240;Posta de Salud Rural Caspana;NULL;-1;2201
241;Posta de Salud Rural Ollagüe;NULL;-1;2202
242;Posta de Salud Rural Ayquina;Calle San Roque 321;-1;2201
243;Posta de Salud Rural Chiu-Chiu;NULL;-1;2201
244;Posta de Salud Rural Quillagua (María Elena);NULL;-1;2302
245;Posta de Salud Rural Paposo;NULL;-1;2104
246;Estación de Salud Rural Río Grande;NULL;-1;2203
247;COSAM Calama;Avenida Argentina 2610;552654015;2201
248;COSAM Sur de Antofagasta;Calle Antonio Varas 1222;552841592;2101
249;COSAM Central;Avenida Rendic 6071;552654893;2101
250;Policlínico Asociación Chilena de Seguridad AChS Tocopilla;Calle Arturo Prat 1198;-1;2301
251;Policíinico Asociación Chilena de Seguridad AChS Calama;Calle Granaderos 2924;-1;2201
252;Policlínico Asociación Chilena de Seguridad AChS Mejillones;Calle Almirante Latorre 720;-1;2102
253;SAPU Central Oriente de Antofagasta;NULL;552655124;2101
254;SAPU Centro Sur de Antofagasta;Pasaje Niebla 850;552655597;2101
255;Crystal Lab Scientific Diagnostics;Calle Matta, Oficina 601 2095;552895584;2101
256;Centro de Diálisis Renacer;Calle Punta de Rieles 1917;552546708;2201
257;Margaret Meneses Meneses;Calle Vicuña Mackenna, Piso 2º, Ofinas 9, 11 y 12 1974;-1;2201
258;Centro de Diálisis Ehrlich Limitada;Calle Los Pinos 8560;552380671;2101
259;Centro de Salud Familiar Dra. Maria Cristina Rojas Neumann;Calle Hilda Cruz Colina 10130;552987088;2101
260;Centro Comunitario de Salud Familiar Antofagasta;NULL;-1;2101
261;Centro Comunitario de Salud Familiar Sur;NULL;552254028;2201
262;Centro Comunitario de Salud Familiar Alemania;Calle Chacabuco 3076;-1;2201
263;SAPU Norte de Antofagasta;NULL;552237411;2101
264;SAPU Antonio Rendic;Avenida Rendic 6071;552656038;2101
265;SAPU Corvallis;Avenida Salvador Allende 1370;552656910;2101
266;SAPU Juan Pablo II de Antofagasta;NULL;552298385;2101
267;SAPUEnrique Montt;Avenida Luis Emilio Recabarren 3825;552654480;2201
268;SAPU Alemania de Calama;Calle Alonso de Ercilla 2902;552762943;2201
269;Vacunatorio Sociedad de Enfermería Asistencial E.I.R.L;Calle Cobija, Oficina 501 2188;-1;2201
270;Vacunatorio Labonort Salud Integral;Calle José Santos Ossa 2213;51586848;2101
271;Laboratorio Medinort Salud Ocupacional e Integral S.A.;Calle José Santos Ossa, Piso 1º y 2º 2213;552370400;2101
272;INMUNIN SpA;Calle Manuel Antonio Matta, Oficina 501 1868;-1;2101
273;Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Atacama);Calle Chacabuco 520;-1;3101
274;PRAIS (S.S Atacama);Calle Chacabuco 520;-1;3101
275;Clínica Dental Móvil Simple. Pat. PW4068 (Copiapo);Calle Chacabuco 520;-1;3101
276;Hospital San José del Carmen (Copiapó);Calle Los Carrera 1320;522465600;3101
277;Hospital Dr. Jerónimo Méndez Arancibia (Chañaral);Avenida Arturo Prat 1000;522465550;3201
278;Hospital Dr. Florencio Vargas (Diego de Almagro);Calle Juan Martínez 2200;522465500;3202
279;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);NULL;512331500;3301
280;Hospital Dr. Manuel Magalhaes Medling (Huasco);Calle Canteras 105;512331200;3304
281;Clínica San Lorenzo;NULL;522472352;3202
282;Centro de Salud del Trabajador AChS Copiapó;Calle Infante 861;522200550;3101
283;Centro de Salud Mutual CChC Copiapó;Calle Copayapu 877;522212750;3101
284;Clínica del Trabajador AChS Vallenar;Calle Merced 1150;512613203;3301
285;Centro de Salud Universidad de Atacama;Avenida Copayapu 5184;522206556;3101
286;Centro de Salud Compañía Acero del Pacifico;Calle Serrano 1755;512613829;3301
287;Laboratorio Bio-Test;Calle Ramírez 1278;512611854;3301
288;Laboratorio Atacama;Calle O'Higgins 777;522212357;3101
289;Clínica Indire;Calle O'Higgins 901;522213573;3101
290;Centro de Salud CEDIMED;Calle Salas 173;522240029;3101
291;Laboratorio Clínico Guillermo Guaita;Calle Rodríguez 483;522211329;3101
292;Laboratorio Clínico Huasco-Vallenar;Calle Serrano 1150;512616694;3301
293;Laboratorio Clínico SIAC Copiapo;Calle Vallejos 535;522535383;3101
294;Laboratorio Clínico Vallenar;Calle Prat 1150;512610558;3301
295;Laboratorio Clínico Bionet S.A.;Calle Infante 861;522200572;3101
296;Laboratorio Clínico Diagnolab;Calle Colipí 484;522217272;3101
297;Laboratorio Clínico Examed;Calle Colipí 570;522240987;3101
298;Laboratorio Clínico Coprese;Calle San Ambrosio 536;512616780;3301
299;Clínica Atacama S.A.;Avenida Copayapu 877;522207524;3101
300;Laboratorio Clinimed;Calle Rodríguez 483;522217543;3101
301;Centro Médico y Diagnóstico Atacama SPA;Calle Salas 747;522545900;3101
302;Clínica Dial Vida;Calle Maratón 425;522210262;3101
303;Centro de Diálisis Nefrodial Atacama;Calle Rodríguez 1020;522215541;3101
304;Centro de Diálisis Curanilahue;Pasaje El Pino 572;522366953;3101
305;Centro de Diálisis Vallenar;Calle Faezn 1094;512694559;3301
306;Centro de Diálisis Renacer del Valle;Calle Prat 2025;512349714;3301
307;Centro de Salud Familiar Santa Elvira;NULL;800500309;3101
308;Centro de Salud Familiar Rosario Corvalán;NULL;-1;3102
309;Centro de Salud Familiar Juan Martínez;NULL;800500305;3101
310;Centro de Salud Familiar Pedro León Gallo;Calle Flora Normilla 1007;800500308;3101
311;Centro de Salud Familiar Rosario-Palomar;Calle Chacabuco 671;800500303;3101
312;Centro de Salud Familiar Candelaria Rosario;NULL;800500302;3101
313;Centro de Salud Familiar Manuel Rodríguez;NULL;522465191;3101
314;Centro de Salud Familiar Paipote;NULL;800500307;3101
315;Centro de Salud Familiar Dr. Salvador Allende Gossens;NULL;522320041;3103
316;Centro de Salud Familiar Dr. Luis Herrera;NULL;800500301;3201
317;Centro de Salud Familiar El Salvador;Calle Cobresal 2508;522449584;3202
318;Centro de Salud Familiar Estación;NULL;512614704;3301
319;Centro de Salud Familiar Freirina;NULL;512518725;3303
320;Centro de Salud Familiar Hermanos Carrera;NULL;512614705;3301
321;Centro de Salud Familiar Baquedano;NULL;512614592;3301
322;Centro de Salud Familiar Joan Crawford Astudillo;NULL;512614561;3301
323;Centro de Salud Familiar Juan Verdaguer;NULL;512539049;3304
324;Centro de Salud Familiar Dr. Bernardo Mellibovsky;NULL;800500304;3101
325;Centro de Salud Familiar Alto del Carmen;Calle Jerónimo Godoy 6;512617055;3302
326;Posta de Salud Rural Los Loros;NULL;-1;3103
327;Posta de Salud Rural El Salado de Chañaral;NULL;-1;3201
328;Posta de Salud Rural Inca de Oro;NULL;-1;3202
329;Posta de Salud Rural San Félix;NULL;-1;3302
330;Posta de Salud Rural El Tránsito;NULL;-1;3302
331;Posta de Salud Rural Domeyko;NULL;-1;3301
332;Posta de Salud Rural Conay;NULL;-1;3302
333;Posta de Salud Rural Hacienda Ventanas;NULL;-1;3301
334;Posta de Salud Rural Carrizalillo (Freirina);NULL;-1;3303
335;Posta de Salud Rural Cachiyuyo;NULL;-1;3301
336;Posta de Salud Rural Incahuasi;NULL;-1;3301
337;Posta de Salud Rural Hacienda Compañía;NULL;-1;3301
338;Posta de Salud Rural Segundo Ponce;NULL;-1;3304
339;Posta de Salud Rural Las Breas (Alto del Carmen);NULL;-1;3302
340;Posta de Salud Rural Padre Mariano Avellana Lasierra;NULL;-1;3304
341;Posta de Salud Rural Jeremías Cortés;NULL;-1;3304
342;Centro Comunitario de Salud Familiar Orfelia Lavín;NULL;522535952;3102
343;Puesto de Atención Médica Especializada (Tierra Amarilla);NULL;994567729;3103
344;Puesto de Atención Médica Especializada (Diego de Almagro);NULL;998882184;3202
345;Puesto de Atención Médica Especializada (Chañaral);NULL;981282127;3201
346;SAPU Baquedano;NULL;522614592;3301
347;SAPU Dr. Bernardo Mellibovsky;NULL;-1;3101
348;SAPU Joan Crawford Astudillo;Avenida Los Escritores 1800;-1;3301
349;SAPU Paipote;NULL;-1;3101
350;SAPU Rosario Corvalán;NULL;-1;3102
351;SAPU El Palomar;NULL;-1;3101
352;Laboratorio Clínico Blanco;Calle Concepción 648;-1;3301
353;Laboratorio Clínico Bionet;Calle Alonso de Ercilla 629;-1;3301
354;Laboratorio Chañaral;NULL;-1;3201
355;Laboratorio Clínico López;Calle San Ambrosio 536;-1;3301
356;Centro de Diálisis Municipal Diego de Almagro;Calle Colón 701;522449466;3202
357;Centro de Salud Mutual CChC Vallenar;Calle Serrano 471;522614583;3301
358;Instituto de Rehabilitación Infantil TELETÓN (Atacama);Calle La Cruz, Población La Pradera 760;522207000;3101
359;Laboratorio Clínico Blanco;Calle José Joaquín Vallejos 774;522219613;3101
360;Centro Médico y Dental Copiapó IIIa Zona Carabineros Atacama;Avenida Copayapu 3302;-1;3101
361;Integramédica Copiapó;NULL;522201500;3101
362;Centro de Salud Familiar Urbano de Illapel;Calle El Mirador 211;-1;4201
363;Centro Comunitario de Salud Familiar Colonia Limarí;Calle Francisco Barraza, Sector Pueblo Limarí 65;-1;4301
364;Vacunatorio Ad Hominem;Calle Balmaceda 1015;992540004;4101
365;Centro Comunitario de Salud Familiar Punta Mira;Calle Dr. Ramón Gorroño León 2840;513333110;4102
366;Centro Comunitario de Salud Familiar Los Copihues;NULL;512532830;4301
367;Policlínico Universidad Pedro de Valdivia;Avenida Cuatro Esquinas 70;990406974;4101
368;Policlínico de Funcionarios de Gendarmería de Chile La Serena;Calle Las Rojas Poniente 1521;979866405;4101
